fulltext,label
 جدا از شوخی شاعر میگه اگه عاشق باشی بهش می رسی,0
 : سخته برای دشمن که روز به روز اقتدار جمهوری اسلامی ایران را ببیند دشمنان ایران از احمق ها هستند و #ترقه_بازی میکنند تا روزهای…,1
 از بابام پرسیدم ک اگ می‌دونستی اینجور میشه بازم میرفتی؟گفت مطمان هم بودیم اینجور بشه بازمی‌رفتیم.چون جنگ شوخی بردارنیست.دفاع ناموس و خاکه.حالا اینا ریدن ولی ما بهترین کارو باید انجام می‌دادیم.,0
 یه دوستی داشتیم خواهر نداشت ، هی بهش می‌گفتیم خارتو، رفت فیلیپین ده سال بعد برگشت گفتم خارتو کجایی تو پس، یه نخ سیگار روشن کرد گفت فهمیدی بابام دوباره ازدواج کرده گفتم نه ، گفت پس نمی‌دونستی الان به خواهر دارممندوستم,0
صرف مرد بودن نتونی بری یکی از رشته‌های تخصص رو بخونی، زیبا نیست؟ ,0
حداقل صبر می کردید یه چند سال بگذره بعد جای مرحوم از دست رفته :) صحبت می کردی #تحریف#ظریف#برجام#امید_به_احمقها #فضای_مجازی ,1
متاسفانه خیلیا فرق بین شوخی و توهین رو نمیفهمنعزیزم تو شوخ نیستی،بیشعوری,1
 : نظرتون چیه کمپین #نه_به_امتحان_اجباری راه بندازیم؟!دانشجوهای عزیز شماها که درکم میکنید، نه؟,0
چرا دختره هيچ حركتي نميزنه تو فيلم؟؟يه فراري چارتا لگدي چيزيهيچي از خود ضعيف پندازي زنان احمقانه تر نيست,1
 : شعری زیبا از #ملک_الشعرای_بهار در ستایش #حکیم_دانای_طوسبندگان بودندو شاگردان برِ استاد طوسزانکه بودش برسخن س…,0
حقیقت امر اینه که من عاشق دو چیزم، حرف نزدن و لذت بردن از تماشای خوشبختی دیگران.,0
ملت شما همه احمقین. نمیدونین که هیچی نمیدونین. من نمیدونم. تو هم نمیدونی. اونی که فک میکنی دشمنته هم نمیدونه.,1
میخوام خودمو به عنوان سلطان گیجی ایران معرفی کنم!صبح بدون روسری از خونه اومدم بیرونبعد فهمیدم هندزفریمو جا گذاشتم برگشتم دوبارهبعد کارت اشتباه بردم و کلی خرید کردم و زد عدم موجودی و یادم رفت کتاب دوستمو بهش بدم :),0
حالا هرچی بهش می‌گی «کدوم حرکت زشت آقا؟ یک کلمه گفت تلویزیون ایران این چیزهای معمولی که شما از زیبایی‌های فوتبال می‌بینید رو سانسور می‌کنه» می‌گه نه نه شما نمی‌فهمید این خیلی عمیقه,0
آقای لطفا در تماس تلفنی بعدیت با آقای تیک تاکِ ساعی این سوال رو مطرح کن که مرد حسابی بقیه ی اجرای فصل اول چی شد خب مردیم از نَسَخیش عزیزمبا احترام و علاقه و ارادت,0
 این نکته که گفتین عالی بودنفرت پراکنی علیه کشورهای عربی همسایه ناخواسته عرب های ایران رو هم در بر می‌گیره و باعث اختلاف میشه,0
 همه بدبختی زیر سرمذهبیون و چپ شیعه بود که بر سرمان آوار کردن,1
   ما بدبختا در حسرت بارون داریم می میریم، شما میگی عی  دلت میاد,1
 چوب رو خوب برداشتی الانه که گربه دزده خبردار میشه ... یه هفته بیشتر نبود اومده بودم توییتر اینو و جان لاک و پسرنوح و ترمه و یه مشت آشغال دیگه رو کوت و رسوا کردم ... باور نمیکنم ایشون چندساله تو توییتره و دوزاری یه عده زیادی از براندازان تازه افتاده که این یابو یه سایبریه!!!!,1
این آشغال دانشجوی سال چهارم رشته حقوقه. داشته تو امتحان تقلب می‌کرده که خانم آکادمیسین 27 ساله مچش رو گرفته. دیروز رفته تو اتاق این خانم و بعد شلیک دو گلوله ده بار هم با چاقو.... یک ساعت بعد گرفتنش اما چه فایده؟؟!! ,1
 : چشماتو ببند هندزفری ...برو تو چهارده پونزده ساله گی..... این اهنگ برای من بغضِ عشق ۱۴ ساله گیمه.... ,0
کدوم شخصیت حقیقی و حقوقی رو سراغ دارین که ترانه رو از اردلان بگیره، بره توی استودیو و خیلی با احساس به جای «واسه کبوترای عشق، دست کی دونه بپاشه»، بخونه «دست کبوترای عشق واسه کی دونه بپاشه»و هیچکس هم نپرسه یعنی چی این!سالروز درگذشت بانوی موسیقی [برگرفته از پیج کج شنوایان] ,0
 : وسط چهل سال بدبختی و مصیبت مستمر وقت کردیم اینقدر بیشعور و عوضی بشیم. حلوا که خیرات نمیکنن تو بدبختی ,1
اشکان دژاگه رو اینقدر دیر باید بیاری تو بازی ؟احمق.,1
گزارشی نوشتم از فعالیت #گازوییل‌کش‌ها در جنوب کرمان و سیستان بلوچستان. اونهایی که گازوییل رو به مرز پاکستان می‌برند، مجبورند راه 40 کیلومتری رو از میان کوه و کمر و پرتگاه‌ها نزدیک به 20 ساعت توی راه باشن. گاهی سقوط می‌کنند و همراه با گاوزییل می‌سوزند. ,0
 ۲-محدود نظامی احتمالش هست که این حکومت ایران رو قوی تر میکنهالبته آمریکا از درگیری تمام عیار اعراب با ایران حمایت میکنه و اسراییل هم پشتیبانی خواهدکردبه نظرمن سیاست خاورمیانه ایی ایران باید از دست خامنه ایی دربیاد و دوباره ه ظریف واگذار بشهسیاست احمقانه خامنه ایی با مشاوره,1
 فصول مرتبط با بهداشت دهان و دندان - کتاب علم و هنر - رفرنس ترمیمی دندانپزشکی,0
 : منم همینم دقیقا.تو اوج گریه و بدبختی حتی یادم میره همه‌چی رو.عصبیم زنگ میزنه چنان میخندم و حالم خوبه که انگار من نیستم.این…,1
آدم عوضی اول برو نویسندگان رو از زندان آزاد کنید بعد کمپین راه بندازین ضمن اینکه اگه عوضی هایی به اسم هنرمند، خشتک این نظام رو تروخشک نمی کردند تو که در موضع سانسورکننده فضای مجازی این قدر وقیح نمیشدی . #چهل_سال ,1
 اعتمادی که به افکار تو دارد مخ منمخ من داند و من دانم و داند مخ من#امید_به_احمق‌ها #امید_به_دلقکها,1
آیا میدانستید :هر آشغالي رو ميشه بازيافت كرد جز آدم آشغال...!#انسان,1
زنگ زدم دکتر قلب مامانم نوبت بگیرم گف تا بعد عید وقت ندارن بدنبدبخت شدیم رف,1
 اين آشغال ها رو تا فحش آبدار بهشون ندي آدم نميشن زياد نبايد از ادب باهاشون صحبت كرد كوروش جان,1
بیشعورتر از مانتوی اداری نداریم. تا داری اینورشو اتو میکنی اونورش چروک میشه,1
 والا تا جایی که میدونم یعنی یه جوری با طرف حرف بزنی که بفهمه بی تمایل نیستی و جذبش شدی. یه جورایی با صمیمیتی که قبلا نبوده. معادل خارجیا,0
دارم تموم میشم از «لا یَسأم من طلب الحوائج الیه» نمیدونم احمقم یا مهربون...!شایدم زیادی لوس:/,1
 عزیزم، اینا مافیان، دلیلش روابطشونه. از هم حمایت میکنن که دست زیاد نشه..,0
 این حکایات رو ساختن که بتونن مردم رو فریب بدن کاسبی کنن. باهاشونم بحث میکنی یا بلاک میکنن یا آنفالو یا بی احترامی. طرف زیر همین توئیت ۳تا حرف در دفاع از این داستان احمقانه نوشته هرسه تا باهم فرق داره :)),1
 ممنون که از بین این همه منشن شما یاد من بینوا بودید. دیگه نگم که کت عزیزم که تازه دوختش تموم شده بود و از اتوشویی برگشته بود هم دوغی شد و تا نیم ساعت هم آشپزخونه رو میسابیدم,0
نفرین خدایان بر او که یارایِ عاشقی کردن نداشتُ عاشق کرد.....,0
 بدبخت همین حرف سخنگو رو فهمید تا آخر خوندش,1
 مزخرفه تو تمام تیتر های این روزنامه آشغال رو ببین. همش داستان داره...,1
 : دوست داران والامقام شاهزاده #رضا_پهلوی خوب نگاه کنند.حالا میتونید بگید یک #دلقک رییس جمهور آمریکا شده؟یاد بگیریم به ظ…,1
اینجوری خرید می کنیم که مثلا چهارتا پتوی مسافرتی می خرم برا مهمونای احتمالی عید!یه دونه رو دخترم وای چه نرمه چه نرمه گویان برمی داره.یکی رو خودم برمی دارم.تو رودرواسی و محبت گیر می کنم به شوهرم می گم یکی از این دوتا رو انتخاب کن.هیچی دیگه! یه پتو موند:/,0
 چقدربیشعور،چی توکله تون کردند؟عشق غرب،حداقل ازغربی ها فرزند آوری رایاد بگیر.هنرمملکت دست کیاست.چقدر احمقانه,1
تولدت مبارک دوست قشنگملبخند و عشق و آرامش آرزوی من برای توفرشته‌ای که بالاتو چیدن و زمینی شدی ,0
 : به این میگن معلم باحال هزار بار جای تشویق داره ؛ توی این بدبختی های مملکت چه صفایی میکنه با بچه های کلاسش #چهل_سال :/…,1
واقعا فک کردن ما احمقیم زیدان مربی ایران میشه اخه اخه بی شعورا اگه زیدان مربی ایران شه نمیتونه بنزمارو دعوت کنه تیم ملی ایران که,1
یه توله سگ کوچولو کادو دادم به پسرخواهرم که یاد بگیره به موجودات دیگه توجه و محبت وعشق بده. اون پسر که آدم نشد، ولی نتیجه این شد که خواهرم که از حیوونا بدش میومد سگ باز شد,0
 : لعنتتت به دانشگاهمونهرروز کم کمش ی امتحان انداخته عوضیفرجه ام ک ی هفته بیشتر نمیدنالانم که نمره هارو نزدن فردا انتخاب و…,1
شهدا درسطل آشغال جمهوری اسلامی؛شب گذشته مدارک و آثارشهدای شمیرانات که درگلزار شهدای چیذربه امانت شده بود تا ساماندهی شده و سپس در موزه شهدا گذارده شود،در سطل زباله کنار امامزاده علی اکبر چیذر پیدا شد(پ.ن: خرشان از پل گذشته،خانواده‌ ی شهدا و جانبازان را می‌خواهند چه‌ کار !؟ ) ,1
 : .صبح یعنی آغازفرصت شادی و لبخندصبح یعنی امروزسهمی از زندگی و عشقاز آن خودِ توستلحظه را قدر بدانتا بخواهی زندگانی…,0
به آسمان نگاه کنو اگر باور داشته باشیمی بینی ستاره ها هم با تو حرف میزنند...فقط کافی است عاشقانه به آسمان نگاه کنی … ,0
مثلا تلگرام با یه ناشناس عاشقانه خرکیف شیاصلا ناشناس چیه همونو نمی فرستن,0
 : بعضیا در جواب جوان ها که میگن چیکار کنیم؟میگن هر کاری میکنید بهترین اون باشید و اونو خوب انجام بدید.اما این کار اشتباه مح…,0
 : لطفا کتابتون ر توی خونتون بخونید و چای و قهوه‌تون ر توی کافه نوش کنید...اینقدر ادا نیاید,0
#احمقهای_درجه_یک همانهایی هستند که میگویند هیچ تضمینی وجودندارد که بعد از پیوستن به # اوضاع کشور سامان پیدا خواهدکرد اما بازاصرار دارندکه به این کنوانسیون ملحق شویم,1
 از این پاپوش‌ها مدل مردونه‌شو من دارم، به نظرم باید قبول کنیم که این بهترین اختراع بشریته و تمام شد و رفت.,0
 امان از شما تهرانیا، هرچی میشه میندازین گردن شمالیای شهرستانی بدبخت حراستی...,1
مفسدین محاکمه میشن، میگن کافی نیست، مسئول جوون‌تر انتخاب میشه باز راضی نیستن، نرده نمازجمعه رو برمی‌دارن میگن چقدر بدبختیم این که افتخار نداره! من نمیدونم این جماعت از کدوم آرمان‌شهر اومدن که هیچ اتفاق ریز و درشت خوبی راضی‌شون نمی‌کنه و همه چیز رو با مدینه فاضله‌شون مقایسه میکنن!,1
کاش بالشتم میفهمید وقتی بغلش میکنم اونم باید بغلم کنه. بیشعور احمق.,1
حالا دیگه غربت عشق ستاره سر نمی زنهتو لحظه های بی کسیش پرنده پر نمی زنهبا کوله بار خستگی تو جاده های خاطرهمسافر خسته ی من یه عمره که مسافره یه عمره که مسافره#شادمهر,0
 =))))))))) و مشکلات ایشان در ماه های بهمن و اسفند :)))) اگه یه روز از رشته هامون پولی در نیومد بیا اینو کتابش کنیم :)))),0
 من جدیدا عاشق لوازم ارایش گرون و خفن شدمخب البته پولشم ندارم,0
 : معرفت اینه جلوی آدم گرسنه غذایی که قرار نیست بخوره را نچرخونی...حجاب محبت زنان به مردان پاک استو این لطف بی جواب نمی مان…,0
باور کن نمیدونم کافر سنگ می‌شهیا دل‌ مثل واژَنه خالی‌ باشه تنگ می‌شه حقیقت کدومه ها؟ دروغه یا راست؟؛عشق تو قلبه یا لا پاس؟؛ قر بده واسه خدا بریزه رو سرت شاباشکار خیر کن، بگیری پاداشبری بهشت یه داف فابریک و یه گونی حوری زاپاسراستی‌ تو بهشتم پولین فرشته‌ها؟.,0
 آخه چقدر شما مردم عقب افتاده هستید.بیخود نیست که یک مشت آخوند روتون سوار هستن. شما بدبختها لیاقت بهتر رو ندارین. واقعا ادرار بر ج.ا. بیاد که به غیر از بدبختی چیزی برای ایران نیاورد.الاغ های بدبخت.,1
میگه چرا به من یادآوری نمی کنی چی باید بخریم؟- عزیزم کلا از من زیاد توقع نداشته باش، ذهنم زیادی خسته س واسه این مسغره بازیا!,0
 : با تمام وجود عاشقتم لعنتی با تمام وجود,0
گزارشگر انگلیسی بهترین توصیف رو از بازی کرد: تفاوت دو تیم فقط تو ثبات احساسی بازیکنان بود...#تیم_ملی #جام_ملت‌های_آسیا ,0
سبک مغز و کوته فکر هستن.ترک و لر و فارس و عرب و یهود و مسلمان هم نداره هرکسی که اینقدر تبعیض امیز فکر کنه. شوخی هم میکنید جدی جدی بیشعورید ,1
 میدونم میدونم چنین موجوداتی هنوز هستن. ولی واقعا من پارتنرم حتی اگه چشاش سبز باشه برای زیباسازی شهر خودم میکشمش. دیگه چه برسه به بقیه‌ی فیسش,0
سومین روزی بود ناهار و شام شیربرنج میخوردم و واقعا زندگی زیباست,0
 اکثرا سریع نوکه پیکان فحاشی و تهاجم رو میگیرن سمت نژاد ایرانی که ایرانی جماعت حقشه بدبخته ایرانی فلان ایرانی بیساردقیقا همون که گفتیدجامعه ی مادولت و حکومت و صدا سیما ،چمیدونم هرچیز ما انعکاس خودمونهاز ماست که بر ماستبهر حال زیاد بحث نکنید‌.فقط اعصابتون خرا میشه,1
یعنی زندگی زناشویی اینطوریه که به همدیگه عادت میکنن بعد یه وقتا حس میکنن همدیگرو دوست دارن یه وقتا از هم متنفرن؟,1
ميدونستيد در نهايت زندگيتون ميشه برآيند زندگي آدمهاي اطرافتون!حالا تو انتخاب دوست دقت نكنيد! حالا با هر خري رفت و آمد كنيد! حالا هر احمقي رو اسمش بزاريد دوست!,1
 : و در نهایتمن هنوز همون دختر چهارده ساله ام که احمقانه منتظر بود اون خون آشامِ قد بلند با شنل سرخ و موهای نارنجی، نصف شب سر…,1
 : ای عشق چه هستی را به هستی میزنی پیوند با شهد محبتها #_ ,0
وزارت خارجه باید با تذکر جدی به هلند و اتحادیه اروپا، این عوضی و از ایران اخراج کنه ,1
 بزرگوارید شما. چرا شما شرمنده باشید؟ اونی که باید باشه کس دیگریه. شما همیشه لطف داشتید و دارید به من. دوستی و مصاحبت‌تون برای من افتخاره. انشالله مسیر جدید خیلی بهتر به نتیجه خواهد رسید. :),0
موکت سُرمه‌ای اشتباه بزرگی بود، همینطوری فقط دارم آشغال از روش جمع میکنم.,1
آه میکشم زیرِ صدام ، آتیشِ نفس داغ ریه ـَموصدام میگیره گُر ، بیدار میکنه خوابِ ریه ـَموتموم خیابونا ، زیر پاها ، زیر صدازیر نگاهِ گیرای چشا ، میگیره گُر میگه نگارزندگی ، منهای همه ی آینه های بی چشم سرخمیفهمی ، یه سرطان ضدِ سُربیعنی تهِ پاییزتو جوری جر میدم عشق کنی ,0
 : من همه ی آدم ها رو دوست دارماز کسی متنفر نمیشمحتی اونی که روحم رو زخمی کردهبا این که جای اون زخم هنوز درد میکنه ولی نمیدو…,1
روي ویترین یک کتابفروشی در شهر رم نوشته شده:«همه عشقی چون رومئو و ژولیت می‌خواهند، بدون آن که بدانند این عشق فقط ۳ روز دوام داشت و جان ۶ نفر را گرفت! ,0
اخوند دجال به اين ميگن خودش تو روسيه آموزش ديده جانماز و مهر نمازش از چين مياد ولى جايى كه #كارگر بدبخت ميگه اقا حق و حقوقم را بديد ميگه طرف كمونيسته حالا برا چى اين حرف و ميزنه تا اون بسيجى و پاسدار احمق فكر كنه خوب اين طرف بى خداست پس بايد شكنجه و اعدام بشه. اخر دجال بازى ,1
 عشق همه چی را خراب می کند بگذار دوست باقی بمانیم,0
 الهی ک من قربون تو برم مهربونترین واقعا واقعا واقعا مرسی ازت متین خیلی گلی خیلی برام عزیزی خودتم میدونیهمه ی خوبیها برای جفتمون,0
 : یارو بعد از 6 سال زنگ زده میگه 20 هزار تومن ازت طلب دارم نمیدی؟ آخه بیشعور واسه 20 هزار تومن آدم زنگ میزنه؟ 18 توم…,1
 : #تلنگروقتي آدما همديگرو دوست دارند مي بخشند همواما وقتي بخشش تكرار شد آنها از دوست داشتن دست مي كشند.,0
 : بدبختی این که زندگی ما از بیرون هم قشنگ نیس,1
فقط تو ایرانه که گوپرو ۷ نقره‌ای از سیاه گرون‌تره. خیلی احمقانه‌ست. :))) پول بیشتر بدی قابلیت کمتر بگیری.,1
يه بارم يه جا رفتم باشگاهتوو رختكن داشتم لباس عوض ميكردم يهو يه مرده با خنده گفت عجب دوس دخترِ وحشى اى داره و به زخما و كبودياى بدنمو پاهام اشاره كرد.... لبخند زدمتوو دلم گفتم احمق تو كه فرق كبودىِ ناشى از ضربه رو با دندون نميدونى برو دم نوشتو بخور ,1
 : چیزهای ساده را دوست دارم، کتاب‌ها را، تنهایی را، یا بودن با کسی که من را می‌فهمد ...#دافنه_دوموریه,0
تا اینجا بهترین بازیکنمون طارق همام بود، هم لاییشو خورد هم ایستگاهی داردبه این میگن یه کیسه کش‌ واقعی,0
 سلام عزیزم توئیتر شده کنکور هی سوال، هی سوال ... من شرکت نمی‌کنم ,0
تبریک میگم عزیزم تو یه بار دیگه گند زدی به هیکل خودت,0
 اره واللا واسه این احمق ریوندی ۲۰۰تومن میدن که چی بشه,1
کمونیسم احتمالا یکی از زیباترین آرمان‌هاییه بشریت به خودش دیده.مالکیت اشتراکی، همه با هم کار کنیم و هرکی هرقدر نیاز داره برداره. با سرمایه‌داری که استثمارمون کرده مبارزه کنیم و در کنار رففقا و برای خلق و جهانی برابر کشته بشیم.حیف که توهمی بیش نیست! ولی سوژه‌ی خوبی برای سینماست.,0
کاش میشد یه مدت تو دانشگاه ها و رشته های دیگه هم تحصیل کنم و ببینم این حجم آدم بیشعور بامشکل حاد روان تو همه ی رشته هاس یا مختص دوستان پزشکی و‌ ناشی از فشارای زیاد روشونه !!!,1
از وقتی تعدادی ایرانی هول داده شده رو فالو کردم (بر حسب نداشتن تجربه و کمی کنجکاوی) فهمیدم همه یا بلیسن یا تنهان یا خودشیفتن یا هر روز سوال دارن که از بقیه بپرسنبدبختی بیشتر اون ریتوییتاست که برام میاد و حجم این گندو بیشتر میکنهباید اکثرا رو آنفالو کنم,1
 گوشت نخورید، گوشت به خاطر اینکه سیستم گوارش رو به شدت درگیر میکنه تا اجزای اون رو برای تولید انرژی خرد کنه، انرژی بدن رو از بین می بره. یعنی شما هیچی نخوردید جز آشغال بی خاصیت و این باعث کسل بودن دائمی میشه، اگر هم گوشت مصرف می کنید، سعی کنید بیشتر از ماهی استفاده کنید,1
 : ما به سلامت نزدیک تر می شویمشبی که او به پایان بی خوابی نزدیک شود.روزت مبارک عزیزم#پرستار,0
 چه ربطی داره عزیزم طرفدارن جان فدا که نیستند تازه پهلوی همیشه از یک زمینه سازی حرف زده فراخوان نداده,0
بیشتر وقتا تو ذهنم با خودم حرف میزنم. تو ذهنم زندگی میکنم. با یکی دوست میشم. عاشقانه تو ذهنم دارم. شعر بوس بغل همه تو ذهنم. یه دنیای بزرگ تو ذهنم ساختم,0
به من ربطی نداره‌ها ولی وقتی همش از خودتون تعریف میکنید( که خوشکلید، خفنید و فلانو بیسار) واقعا حال بهم زن میشید,1
 نگفتی ولی انتظارداری کسی تواین اوضاع عشق و عاشقی نکنه و این عاشقی و شادیا برات عجیبن,0
"چقد زیبا. یکی گفته نرید تیزهوشان بعد تو جوابش میگید نه ما رفتیم زندگیمون خوبه، ""ما همه خوبیم"". خوب بزرگوار شمام که از اونور بوم افتادی. نمیشه حکم کلی تعیین نکنیم؟ نمیشه عادی برخورد کنیم؟",0
نمیگم الان خیلی اوکیم و حال و روزم خوبه. نه! از تنهایی متنفرم. اما از یه طرفم از این که بخوام بازم دلتنگی و گریه‌های یواشکی رو تجربه کنم میترسم. دیگه نه زمان دارم که بخوام به اصطلاح فروپاشی رو باز هم تجربه کنم و تلاش کنم برای انسجام و نه ظرفیت روانیش رو...,1
 منم اصن ازشون خوشم نمیاد، البته یه داریم خیلی مظلومه هندیه، ولی ببین بشدت حواست به سیاه پوستایی که از آفریقا مهاجرت کردن باشه، شدیدا خودشون رو بدبخت ترین میدونن و همش توهم اینو دارن که تو میخوای حقشونو بخوری در نتیجه چپ نگاشون کنی موذی گری هاشون شروع میشه شر میشه,1
 نفهمی و بیشعوری امثال تو خیلی بدتر از نفهمی عرازشه است. انقدر گاوی که نمی فهمی حجاب اجباری مهمترین ابزار حکومت فاشیستی و شیشه عمر این حکومته.,1
 : می‌بینیدکه چه بی‌ربط ومثل دلقک حرف می‌زنند؟ دولتمردآمریکایی می‌گویدایران حقوق بشرراازعربستان سعودی یادبگیرد#امید_به_ا…,1
عشق فقط اونجاش که مامانت میپرسه:چیزی میخوری برات بیارم؟میگی نهدودیقه بعد با یه سبد میوه تو اتاقته,0
 : نوشته باید واسه اختلاف سنی تو رابطه استاندارد تعیین بشه.تمام بدبختی بشر از اونجایی شروع شد که یه عده اومدن گفتن واسه هر ک…,1
 این وسط مفلوک ترین ادمها استقلالیایی هستن که صرف زرت و پرتهای کیروش علیه پرسپولیس هوادارش شدن! هموناییکه الان به ما انگ وطن فروشی بخاطر پفیوز موزامبیکی !!! میزنن بعد خودشون تا دو ماه پیش عوض اوردن پرچم خودشون زیر بیرق ژلپنی ها سینه میزدن!!! چقدر حقیر و بدبختید شما!,1
خیلی تعطیله این امارات دوتا دفاع خودشون جلوی دید دروازه‌بان رو گرفته بودن. احمقا.,1
 بيرانوند شتر مرغ كه اداي عابدزاده رو ميخواد دربياره روي گل اول ميتونست جلوتر بياد و توپ رو روي سر مهاجم ژاپن بزنه نه سايه توپ رو احمق !,1
خواستم یچی زیر توییت زیباکلام بنویسم بعد دیدم همه بدجوری ریدن بهش، اونجا بود که فهمیدم آدمای مثل اونو باید روشون بنزین ریخت و سوزوند ,0
 : هرچه گویم عشق را شرح و بیانچون به عشق آیم خجل باشم از آنگرچه تفسیر زبان روشنگرستلیک عشق بی‌زبان روشنترستچون قلم ا…,0
در حمایت از تیم ملی امروز تو خیابون آشغال میریزم تا حواس ژاپنیا به آشغالا پرت بشه,1
 احمقند با این کار فقط این موضوع رو بیشتر در رسانه ها بولد کردند,1
این حجم صمیمیتم با ملت واقعا صحیح نیستحس میکنم همین مسئله قراره یه جا علیهم استفاده بشه که کاش نشه -.-,0
خوشبخت اگر خار بکارداز بخت خوشش لاله و ريحان به در آيدبدبخت اگر مسجدي از آينه بسازديا سقف فرو ريزد و يا قبله کج آيد.,1
 راستش زبان و کتابخانه زیاد مهم نیستن. اینجا مشکل از کل آرکیتکت سیستم هست. برای خودشون نوشتم و دارن برسی میکنن. تو جاوا هم این مشکل ممکنه پیش بیاد.,0
 مرسی عزیزم خیلی لطف داری ممنون از نگاه با محبتت,0
 دوستان یه نفر به من بی سواد راهنمایی کنهعلیرضا صلواتی همون مینا ورشوچیه؟!!,1
 : امام خامنه ای: برخی دولتمردان آمریکایی احمقهای درجه یک هستند.#امید_به_دلقکها #امید_به_احمقها ,1
احمق ورداشته ظرفي كه با كلي زحمت رنگ كردرو گذاشتو رو تخت من و منم همونجور خوابيدم،الان اومدم پتومو درست كنم خورد به پام.اگه ميافتاد ميشكست چي؟,1
 : برای نجات میهنم ومردم میهنم وحذف تمامی دیکتاتورها،آپارتایدها،چپولها،مجاهدین خر،ری استارتی دلقک،تجزیه طلب چلاق مغز،عرزشی شل…,1
در دلهره ی کوه بلند، گرم بخندفقط تو میمونی با من،فقط تو می خندی زیباکنار من بخون امشب، هزارون قصه تا فردادیدم پیکسلو محکم گرفته تو مشتش و دیدم قطره های اشکی رو که میچکید رو دستش.چند سال بعد یه باکس اورد نشونم داد.گفت بازش کن.دیدم توش کلی چیز میز بود/۶,0
آسیای عزیز ما اینجوریه که پسوند جنگ‌زده به همه‌ی تیمهاش می‌چسبه.,0
این جمله باید قاب بشه تو هر اداره و مدرسه و خونه ای... مسئولان آمریکا دیوانه نیستند، لکن احمق های خوبی اند,1
 اگر طرفدار حقوقش هست که نباید به دنبال سیاهکاری باشد معلم هم این همه معلم چرا چهارتا عوضی سر از زندان در می آورند؟! حقوق بسیاری از کسانی که اعتراض کردند بعدها داده شد و حق شان هم است فقط یک عده مثل بخشی دنبال سیاهکاری هستند.,1
 حق با این خانم هستش، رفرنس: کتاب رساله ی جنسی از زیگموند فروید، به طور مثال فروید میگه که عمل مکیدن پستونک، یا مکیدن انگشت دست یا شست پا، یک عمل جنسی و برای ارضای غرایض هستش :),0
 من که نگفتم شما دروغ گفتید! منظورم این است، از این روایات ناصحیح در برخی کتاب‌ها پیدا می‌شود و نباید به همه‌شان اعتماد کرد.,0
اون دوتا احمق که جلو آینه داشتن میرقصیدن رو یادتونه؟ امشب رفتم باشگاه باز اونجا بودن و داشتن جلو آینه تمرین میکردن. فقط فرقش این بود که آرایش نداشتن و کراشم برطرف شد :)) ,1
 : با کسی دوست شو که کتاب بخواند. کسی که پولش را به جای دود و دم و مشروب، خرج کتاب کند دوستی که در سوگ گُل ممدِ کلیدر گری…,0
من عاشق آهنگ و گرافیک تیتراژ سریال بودم. ترکیبش برام فوقالعاده جادوویی بود.  ,0
بیاید آیفون دارا رو اعدام کنیم مرفهای بی درد آشغال رو ,1
 دیگه مجبورشدم بهش بدم و از جوابی که بهم داد دلم میخواست با کتاب بزنم فرق سرش، ادامه‌ی توییت جوابشو نوشتم.,0
عاشق شدن یعنی داوطلب شدن برای تحمل بدترین شکنجه هایی که میشه رو جسم و روح یکی پیاده کرد,0
 یه بار بیرون نباش که بگه بریم بیرون حرفشو نخوره بدبخت ,1
اونجایی که اول جملاتت از(و،که) استفاده میکنی و حس میکنی خارادبیاتی و چقد عجیب حرف میزنی همونجا ازت متنفرم.,1
آقای سیلسن شما خیلی، بیش از حد زیبایی، من تحمل ندارم.,0
 خیلی هوشمندانه است، میدونی مردم ایران فوری و بدون خوندن جواب میدن، فقط اینو نمیدونی همون مردم در هر صورت از شما و ج ا گذشتن، با یا بدون دلقک های مث تو مردم از ج ا میگذرن,1
..... به سلامتی کسی که تنها شد ،ولی ، کسی ، از تنهاییش، یادی نکرد!......#عاشقي,0
رهبر انقلاب اسلامی:مطلقا نمی شود به امریکا اعتماد کرد...#امید_به_احمق‌ها #امید_به_دلقکها,1
متأسفانه امشب با دوستام شام رفتیم بیرون، و به جای اینکه عکس بگیریم، شام خوردیم، از همین تریبون از همه عذرخواهی میکنم، نادونی کردم,1
 کتاب ۲۳ سال از علی دشتی رو هم حتما بخونید .,0
ایا قطع رابطه با فامیلی که ادعاا داره#خارج_از_دید یکی از بهترین مستند های تاریخ ایران هستکار اشتباهی هست؟!,0
 درسته ولی تکلیف کسی که رعایت میکنه چیه؟ من بارها به اعمال قانون سلیقه ای تو ایران فکر کردم. مصلا نیروی انتظامی با اونایی که مثل عقب افتاده های تو ورودی و خروجی ها میان و عمودی وارد یا خارج میشن هیچ کاری نداره ولی ماشینهایی که با بدبختی اطراف بیمارستانها پارک میکنن و مریض دارن رو,1
آخه شب که میشه حس میکنم یکی نشسته پیشت..عوضی!شب که میشه..,1
 من یکی از همون ها هستم که بهش میگم استاد اتفاقا از همون ها هم هست که فکر میکنن عکس هاشو دستکاری میکنه اما بعد همونها که متهم کردند سندی رو نمیکنند !‌راستی رزومه من هم تو اینترنت هست راستی تر من هم یکی از همین بی سواد ها هستم که تدریس میکنم !,1
حالا همه ی مشکلات اقتصادی ، اجتماعی ...تو ایران حل شد فقط سگ‌ گردی معضل شده الان ! کاش یکم از این زبون بسته ها معرفت و عشق و قدردانی یاد بگیریم! ملت ما رو خدا زده بس کنین دیگه !,0
